1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,Class
0.034779,1293.6,0.91147,0.3666,0.025475,1642.9,0.88318,0.26672,0.052096,409.57,0.15918,0.48083,0.041137,302.5,0.12425,0.45422,0.092333,867.18,-0.064424,0.49801,0
0.10737,1234.6,0.93984,0.47631,0.08936,1404.4,0.93046,0.3888,0.11536,267.82,0.11609,0.53225,0.11448,505.52,0.11682,0.52951,0.12067,797.97,-0.03451,0.5533,0
0.030195,1432.9,0.89173,0.37175,0.022014,1653.9,0.86945,0.27701,0.045716,261.77,0.0677,0.48412,0.059682,627.3,0.16253,0.47037,0.09713,500.7,0.031938,0.57342,0
0.059077,1234.2,0.9223,0.42216,0.043843,1385.8,0.9085,0.32195,0.063593,729.31,0.13327,0.47401,0.062948,287.41,0.085714,0.50352,0.10928,600.32,-0.0040225,0.5345,0
0.12852,1365,0.93532,0.51414,0.10187,1715.4,0.9159,0.41603,0.13609,408.92,0.096092,0.59478,0.15292,298.07,0.14239,0.60989,0.26038,848.43,0.0024886,0.68365,0
0.14143,973.03,0.9492,0.51433,0.12478,1213,0.93489,0.43638,0.14466,251.22,0.10805,0.58172,0.14012,343.01,0.070158,0.57938,0.29678,721.26,0.063021,0.70433,0
0.073327,1553.6,0.92097,0.46002,0.054671,1827.9,0.90026,0.35228,0.089199,318.53,0.11204,0.53026,0.0869,732.78,0.14399,0.49879,0.088548,628.49,0.024701,0.52584,0
0.024715,1570.2,0.87319,0.37062,0.013387,1708.9,0.84211,0.24732,0.05207,572.05,0.16964,0.50941,0.037521,348.46,0.11375,0.45047,0.051159,774.68,-0.024475,0.46581,0
0.062876,1404.2,0.91917,0.45528,0.046022,1736.5,0.89418,0.34769,0.073003,561.02,0.1533,0.52581,0.078509,316.41,0.12001,0.51921,0.19492,666.15,0.03881,0.65166,0
0.17115,1164.5,0.95032,0.5609,0.14699,1476.5,0.93526,0.48259,0.19517,270.85,0.12835,0.65197,0.16372,331.97,0.13316,0.59344,0.2169,801.56,0.045376,0.62788,0
0.063121,1273.1,0.91276,0.45216,0.041806,1591.9,0.90087,0.32268,0.057872,783.53,0.16645,0.48132,0.1025,248.24,0.1584,0.5949,0.076464,731.49,0.039222,0.5056,0
0.1132,1253.6,0.93787,0.4908,0.088437,1614.3,0.9168,0.39669,0.12473,399.08,0.098274,0.57345,0.10599,398.11,0.096187,0.52159,0.24208,771.31,0.021621,0.68634,0
0.030454,1505.6,0.89176,0.37439,0.022516,1789.4,0.868,0.2736,0.062049,540.88,0.15928,0.52491,0.042575,327.29,0.10142,0.46941,0.057497,722.25,0.036243,0.49513,0
0.13692,1045,0.945,0.5243,0.11259,1268.4,0.93078,0.43497,0.14109,242.39,0.15302,0.60265,0.12904,487.58,0.13936,0.55797,0.14252,805.43,0.052139,0.58544,0
0.087398,1368.3,0.92495,0.47365,0.070749,1644.6,0.90564,0.38575,0.11513,326.99,0.10184,0.58935,0.096209,314.78,0.11348,0.539,0.14824,910.24,-0.025294,0.59175,0
0.1365,1336.2,0.94009,0.52837,0.11688,1602.5,0.92629,0.44965,0.14572,284.51,0.13927,0.59098,0.14067,449.14,0.12978,0.57508,0.18679,831.66,-0.0010109,0.62598,0
0.14168,1327.6,0.93069,0.521,0.11832,1795.9,0.90425,0.42876,0.13804,343.05,0.12696,0.55123,0.16092,453,0.10196,0.59007,0.2692,757.43,0.057829,0.69152,0
0.039923,1589.5,0.90169,0.39871,0.028161,1896.7,0.87703,0.30275,0.057793,350.85,0.11668,0.47663,0.074088,458.25,0.13726,0.5251,0.090848,884.95,-0.014577,0.49733,0
0.17253,1160.9,0.94615,0.55335,0.1467,1394.6,0.93346,0.47542,0.17805,278.29,0.10446,0.64214,0.17543,355.58,0.11008,0.59003,0.173,789.13,0.040247,0.61326,0
0.1705,1059.9,0.9435,0.55656,0.14682,1457.2,0.92678,0.4715,0.17363,310.83,0.12519,0.61218,0.17002,304.84,0.13501,0.62488,0.21798,808.86,0.050121,0.67125,0
0.14787,1007.4,0.95099,0.52364,0.12537,1292.2,0.9361,0.44112,0.16662,249.66,0.11073,0.59686,0.15787,339.16,0.10925,0.58949,0.2788,736.44,0.081028,0.70433,0
0.032384,1579.9,0.87955,0.40395,0.019397,2199,0.83379,0.29136,0.051815,344.65,0.10184,0.47457,0.045214,584.32,0.1809,0.46615,0.057218,679.14,0.022074,0.48637,0
0.16693,958.13,0.95269,0.56628,0.14423,1215.2,0.93932,0.48606,0.19216,276.55,0.14557,0.64367,0.16344,350.1,0.15533,0.58824,0.17738,888.48,0.028312,0.61375,0
0.053754,1402.9,0.91324,0.42845,0.038525,1502.7,0.90314,0.3293,0.059526,321.55,0.12955,0.49356,0.05538,654.92,0.15412,0.4877,0.10501,757.68,0.013625,0.51389,0
0.072668,1542.8,0.91496,0.44848,0.055546,1812.2,0.89541,0.35436,0.085755,222.77,0.064911,0.54969,0.083037,602.91,0.12521,0.53245,0.21317,594.03,0.03348,0.66358,0
0.073357,1307.6,0.9253,0.43843,0.052481,1407.5,0.91424,0.33194,0.071394,710.96,0.12679,0.48404,0.080476,372.97,0.10601,0.53406,0.11175,792.08,0.031266,0.52716,0
0.16773,1151.4,0.94427,0.56196,0.14121,1462.4,0.92821,0.47806,0.17073,277.94,0.12373,0.58985,0.16499,472.39,0.13785,0.59043,0.16885,761.27,0.018883,0.61434,0
0.16971,1204.5,0.94163,0.54073,0.14654,1533.3,0.92476,0.45862,0.18538,324.92,0.075865,0.61393,0.18859,249.3,0.099961,0.62961,0.20982,739.14,0.031704,0.6781,0
0.13423,1193.3,0.93961,0.50622,0.10964,1481.9,0.92245,0.41647,0.13021,336.8,0.089173,0.57541,0.12587,309.61,0.11506,0.5477,0.1687,891.96,-0.019431,0.57403,0
0.08984,1539.5,0.92869,0.47315,0.075332,2005.3,0.90575,0.38733,0.093332,261.85,0.089798,0.5257,0.13307,462.8,0.10849,0.58186,0.10897,754.21,0.029,0.54472,0
0.10816,1287.8,0.93578,0.48287,0.089232,1554.3,0.91964,0.38756,0.10295,279.98,0.10679,0.53967,0.13924,417.93,0.085639,0.6067,0.15818,665.99,0.036436,0.57428,0
0.12255,1123.7,0.93934,0.50704,0.10455,1333.9,0.92564,0.42185,0.14503,347.04,0.12509,0.60697,0.13355,361.15,0.12436,0.56021,0.17637,836.13,0.039043,0.59361,0
0.024422,1598.2,0.87881,0.34466,0.011824,1771.5,0.84498,0.22008,0.026906,323.64,0.14769,0.43324,0.037292,656.14,0.15363,0.45003,0.045694,843.97,0.014719,0.45402,0
0.15909,1195.5,0.94165,0.53109,0.13208,1391.5,0.92994,0.44749,0.18166,331.01,0.12193,0.62365,0.15756,323.61,0.13897,0.57208,0.15855,893.63,0.0038822,0.59408,0
0.03442,1457.2,0.88892,0.38622,0.024127,1846.7,0.85386,0.27524,0.064691,257.24,0.092183,0.5145,0.05978,576.05,0.12214,0.48996,0.10785,678.17,-0.018295,0.60194,0
0.11553,1179.2,0.93752,0.5084,0.093245,1417.9,0.92237,0.41939,0.12029,359.53,0.13602,0.54009,0.14725,334.53,0.14167,0.61887,0.16552,1161.5,-0.028664,0.5839,0
0.028329,1770.7,0.87824,0.36167,0.020369,2343.5,0.83242,0.26442,0.041621,338.35,0.11202,0.44744,0.049571,508.94,0.095053,0.50494,0.052703,537.31,0.042574,0.46849,0
0.099738,1027.9,0.93646,0.48892,0.083548,1337.4,0.91618,0.39578,0.1096,293.92,0.12314,0.58071,0.10577,404.66,0.10339,0.55765,0.21956,793.25,0.031939,0.6593,0
0.12545,1345.8,0.93365,0.50411,0.09821,1609.9,0.91735,0.40724,0.109,334.29,0.13051,0.52912,0.14485,354.55,0.13571,0.60801,0.15149,994.54,0.017447,0.56896,0
0.11225,1275.9,0.93096,0.5028,0.088095,1556.8,0.91334,0.40993,0.12138,248.23,0.14308,0.54108,0.11898,590.81,0.13258,0.53581,0.1212,841.27,-0.0087664,0.56616,0
0.04343,1329.6,0.90747,0.39829,0.032956,1647.1,0.88282,0.30032,0.071528,525.38,0.1155,0.51992,0.062689,298,0.12041,0.48765,0.070173,742.37,-0.0035318,0.51551,0
0.08103,1173.5,0.92002,0.42732,0.063785,1438.2,0.89782,0.32876,0.08422,283.51,0.129,0.56133,0.079432,533.34,0.094644,0.45866,0.10093,799.85,-0.041964,0.54646,0
0.18382,1157.3,0.9433,0.56027,0.15664,1339,0.93421,0.48712,0.18166,373.81,0.13423,0.5792,0.17263,358.6,0.13759,0.59425,0.2318,847.75,0.0253,0.63084,0
0.097059,1166.8,0.9373,0.46685,0.079147,1363.1,0.92525,0.37811,0.10323,252.22,0.13949,0.5265,0.10058,535.14,0.13492,0.52308,0.15106,763.78,-0.0075091,0.57466,0
0.077583,1361.6,0.92419,0.44218,0.060036,1601.7,0.90669,0.34762,0.07774,327.05,0.10967,0.50052,0.1037,460.89,0.1424,0.55472,0.091618,717.21,0.035867,0.52477,0
0.15452,1066.8,0.94882,0.5377,0.13519,1295.9,0.93608,0.45316,0.15422,501.7,0.12106,0.59063,0.14964,353.34,0.14143,0.57866,0.161,845.42,0.074964,0.613,0
0.074294,1408.6,0.91967,0.44444,0.054339,1502.1,0.91001,0.34376,0.069474,226.63,0.16033,0.50522,0.068633,656.98,0.1348,0.49348,0.11902,724.34,0.024503,0.54384,0
0.038967,1528.5,0.90127,0.384,0.026217,1896.3,0.86779,0.27785,0.043791,657.9,0.11848,0.45322,0.088477,200.32,0.084399,0.56855,0.05995,594.96,0.021353,0.48079,0
0.066036,1359.2,0.91741,0.43321,0.051057,1604.8,0.898,0.32744,0.063481,347.02,0.10652,0.49978,0.075639,542.05,0.12109,0.50084,0.12312,856.87,0.027291,0.54292,0
0.095053,1368.6,0.93024,0.46258,0.079373,1719.9,0.90921,0.37605,0.11675,365.43,0.070322,0.56357,0.097139,290.74,0.08458,0.53297,0.1103,808.97,-0.012892,0.55401,0
0.14146,1342,0.9384,0.52329,0.11701,1633.9,0.92278,0.43329,0.1487,257.25,0.15544,0.62989,0.13308,464.07,0.13517,0.57743,0.19852,907.58,-0.0062729,0.6044,0
0.022422,1452.8,0.88809,0.35698,0.012425,1556.5,0.86413,0.24454,0.052253,219.27,0.10279,0.47954,0.047334,594.01,0.14109,0.47171,0.078375,564.79,0.030395,0.54473,0
0.13542,1121.3,0.94513,0.51985,0.1109,1445.2,0.92853,0.42848,0.14423,422.41,0.06661,0.58458,0.15459,231.85,0.10569,0.59578,0.18716,599.34,0.063002,0.67468,0
0.048586,1456.9,0.90742,0.3981,0.03762,1786.7,0.88426,0.30269,0.072066,554.38,0.13216,0.50872,0.057678,407.01,0.10309,0.45817,0.15661,776.52,-0.001929,0.61601,0
0.091998,1122.9,0.93728,0.4812,0.074642,1506.7,0.91413,0.38513,0.096202,501.78,0.097858,0.5515,0.12228,186.55,0.11214,0.56649,0.235,600.67,0.055387,0.68065,0
0.1064,1185.7,0.93471,0.48309,0.083105,1436.8,0.91754,0.38415,0.092651,449.87,0.15465,0.54057,0.10574,477.89,0.13246,0.5477,0.16015,935.12,0.00097279,0.57875,0
0.14363,974.73,0.94825,0.52999,0.11751,1245.4,0.9329,0.43344,0.15734,303.89,0.12272,0.60754,0.14979,302.21,0.098785,0.60568,0.28455,708.43,0.046982,0.70239,0
0.10021,1423.2,0.92828,0.49379,0.077829,1958,0.8985,0.39051,0.10835,397.04,0.12041,0.53334,0.10316,513.62,0.13027,0.56488,0.25561,725.08,0.048227,0.68334,0
0.091057,1207.1,0.93135,0.47559,0.071669,1413,0.91593,0.37712,0.084651,444.5,0.1289,0.52741,0.10161,543.5,0.11313,0.52352,0.15741,886.24,0.0013696,0.57788,0
0.14783,1174.3,0.94188,0.52629,0.13011,1575.6,0.92074,0.45145,0.17669,203.51,0.10216,0.60183,0.1697,384.98,0.076748,0.59591,0.20631,652.31,0.071983,0.69306,0
0.041047,1585.4,0.8964,0.37219,0.026888,1646.6,0.88162,0.26143,0.048953,390.39,0.092889,0.45524,0.063861,483.87,0.12813,0.52395,0.093862,727.68,-0.024167,0.50075,0
0.11065,1201,0.93943,0.48702,0.093255,1334.1,0.93201,0.40305,0.11722,578.87,0.11466,0.52205,0.12383,252.9,0.14045,0.55836,0.17538,685.53,0.033951,0.59475,0
0.10895,1045.9,0.94206,0.49331,0.085979,1313.5,0.92527,0.39324,0.12488,330.14,0.12588,0.57201,0.12336,310.45,0.16543,0.57326,0.21644,894.31,0.056069,0.66143,0
0.06413,1401.8,0.91423,0.42149,0.047426,1710.3,0.88908,0.32319,0.086624,504.18,0.10551,0.53384,0.062737,243.03,0.11085,0.4815,0.083766,744.03,-0.026408,0.5372,0
0.058263,1429.1,0.90731,0.41388,0.040174,1571.6,0.89172,0.30527,0.056596,732.72,0.11453,0.45953,0.093578,260.11,0.11652,0.55728,0.11051,675.37,0.023817,0.52709,0
0.099428,1395.6,0.91966,0.48029,0.084475,1820.9,0.89862,0.38683,0.12587,268.41,0.12942,0.59744,0.12325,395.4,0.081273,0.57277,0.25648,821.67,-0.0011313,0.69452,0
0.1409,1055.1,0.94758,0.52052,0.11883,1307.9,0.93364,0.43384,0.14153,291.83,0.11646,0.61459,0.13211,354.99,0.11955,0.56361,0.18202,818.33,0.036703,0.59581,0
0.13605,1265.1,0.93707,0.51703,0.1128,1697.6,0.92318,0.42171,0.12657,386.8,0.10005,0.53979,0.17041,341.52,0.15574,0.61682,0.16978,860.6,0.010189,0.57466,0
0.11864,1276.4,0.91141,0.49102,0.098835,1512,0.89073,0.39845,0.11764,437.33,0.088048,0.56997,0.12022,538.06,0.089344,0.5481,0.16724,789.68,0.031488,0.60356,0
0.18701,1072.9,0.94696,0.57377,0.16105,1318.4,0.93575,0.4885,0.18741,357.32,0.13296,0.59542,0.18555,407.8,0.15287,0.62049,0.20795,820.58,0.028078,0.62736,0
0.071086,1602.4,0.91437,0.43455,0.049682,1890.7,0.89159,0.32798,0.065293,301.5,0.10889,0.49535,0.085094,596.71,0.12431,0.55481,0.11175,713.72,0.0031307,0.52868,0
0.077449,1282.3,0.93391,0.46652,0.061151,1544.6,0.91798,0.36957,0.089453,273,0.11613,0.50973,0.1293,446.27,0.10225,0.59074,0.092877,828.26,-0.025295,0.53419,0
0.065222,1477.1,0.9174,0.44585,0.043364,1760,0.89278,0.33402,0.07849,200.97,0.11913,0.57658,0.069853,740.63,0.14621,0.49469,0.1168,694.42,-0.023733,0.55026,0
0.023466,1771.4,0.86366,0.35609,0.01411,1901.8,0.83742,0.24715,0.044412,655.99,0.15298,0.46756,0.054383,288.63,0.10426,0.49065,0.15021,497.69,0.018216,0.60761,0
0.14641,1169.8,0.94305,0.54349,0.12549,1423.2,0.9294,0.45824,0.15288,356.37,0.1301,0.58772,0.18455,331.29,0.11432,0.63803,0.15532,869.34,0.032579,0.60967,0
0.15475,919.36,0.94635,0.54123,0.12644,1142.4,0.93223,0.44887,0.17042,324.34,0.17353,0.60467,0.15775,298.12,0.11818,0.57731,0.26174,858.34,0.033804,0.69314,0
0.031804,1604.2,0.88613,0.38482,0.019364,1622.8,0.87206,0.26638,0.036772,274.77,0.12263,0.46158,0.0435,711.35,0.14823,0.44716,0.07934,861.9,-0.048574,0.48529,0
0.10174,1308.5,0.92233,0.48452,0.083704,1467.2,0.90968,0.40656,0.10605,277.96,0.11326,0.55506,0.1088,447.97,0.098948,0.54,0.15306,793.09,-0.0035708,0.59981,0
0.18791,1058.9,0.94972,0.56326,0.15885,1275.3,0.93809,0.478,0.20512,336.93,0.12861,0.64133,0.17909,349.47,0.1385,0.59744,0.22216,833.64,0.054751,0.62831,0
0.066495,1610.5,0.90814,0.42961,0.052838,2022.6,0.8818,0.33199,0.069216,342.32,0.1142,0.51591,0.080135,507.8,0.13966,0.54762,0.11563,805.82,-0.028157,0.51883,0
0.030903,1488.7,0.87971,0.36634,0.016867,1691.2,0.84509,0.24739,0.031888,699.43,0.12938,0.41422,0.032606,350.05,0.12424,0.43442,0.078827,796.95,-0.033889,0.49235,0
